Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number
Toyota Camry 2013 Gray,"₦ 7,200,000,",₦ 6.8 M ~ 7.2 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117215265_NjIwLTgyNy05ZDRkYjA1MjVi.webp,https://pictures-nigeria.jijistatic.com/117215265_MTExLTE0OC05ZDRkYjA1MjVi.webp | https://pictures-nigeria.jijistatic.com/117215266_MTExLTE0OC1kMjdmMTk2ZGY5.webp | https://pictures-nigeria.jijistatic.com/117215273_MTExLTgzLTQ4ZGFiMDkzZjg.webp | https://pictures-nigeria.jijistatic.com/117215268_MTExLTgzLThhMzEwM2U5ZTA.webp | https://pictures-nigeria.jijistatic.com/117215274_MTExLTgzLWMyYmRkNmFiNmE.webp,Automatic,78000 km,,Foreign Used,,Kenny Adams Carz,https://jiji.ng/ikeja/cars/toyota-camry-2013-gray-93gsiwu3dyillhbcU4B8svon.html,No faults,Toyota,Camry,2013,Gray,No,,,,,,,,,
Toyota Avalon 2006 White,"₦ 3,450,000,",₦ 2.56 M ~ 2.74 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117227969_NjIwLTQ2NS1kMTI0NTY1ZmFm.webp,https://pictures-nigeria.jijistatic.com/117227969_MTExLTgzLWQxMjQ1NjVmYWY.webp | https://pictures-nigeria.jijistatic.com/117227963_MTExLTgzLTg2NGFlMjgzMzk.webp | https://pictures-nigeria.jijistatic.com/117227964_MTExLTgzLTQwOTNmMjBhZDI.webp | https://pictures-nigeria.jijistatic.com/117227965_MTExLTE0OC02OGQ5MzhkNzMw.webp | https://pictures-nigeria.jijistatic.com/117227966_MTExLTgzLTI5ZmNmYzJmZGQ.webp,Automatic,,,Nigerian Used,,Dewhales &Partners,https://jiji.ng/surulere/cars/toyota-avalon-2006-white-cY3KnyIe7Ge8amcXKSYFVkay.html,"No faults, Original parts",Toyota,Avalon,2006,White,Yes,,,,,,,,,
Toyota Venza V6 AWD 2010 White,"₦ 9,000,000",₦ 9.5 M ~ 9.63 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/110473897_NjIwLTgyNy02NTc4ZWVjYTJj.webp,https://pictures-nigeria.jijistatic.com/110473897_MTExLTE0OC02NTc4ZWVjYTJj.webp | https://pictures-nigeria.jijistatic.com/110473919_MTExLTE0OC1jNTk0OTRmZGEw.webp | https://pictures-nigeria.jijistatic.com/110473887_MTExLTE0OC1lZjVjMWRhYzll.webp | https://pictures-nigeria.jijistatic.com/110473888_MTExLTgzLTc4NzVkNmIzNDc.webp | https://pictures-nigeria.jijistatic.com/110473890_MTExLTE0OC0xNzEwODJhNGEz.webp,Automatic,43698 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio,Onuko Ezeh,https://jiji.ng/central-business-district/cars/toyota-venza-v6-awd-2010-white-fFdQht2sDs3qfA3M1TkD9LA1.html,"Original parts, No faults, Unpainted",Toyota,Venza,2010,White,No,V6 AWD,Crossover,All Wheel,3500           cc,6,273           hp,5,,3N1AB7AP8GJ******
Toyota Corolla 2011 Blue,"₦ 5,500,000,",₦ 5.3 M ~ 5.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116843158_NjIwLTQ2NS1jNzJiNDE1NzVh.webp,https://pictures-nigeria.jijistatic.com/116843158_MTExLTgzLWM3MmI0MTU3NWE.webp | https://pictures-nigeria.jijistatic.com/116843286_MTExLTgzLWY2YzVlNmQ2YmU.webp | https://pictures-nigeria.jijistatic.com/116843209_MTExLTgzLWU5N2Y3NjBlYjE.webp | https://pictures-nigeria.jijistatic.com/116843163_MTExLTgzLTUzYzgzZjFmNWM.webp | https://pictures-nigeria.jijistatic.com/116843188_MTExLTgzLTIyNjBlZDE5ODE.webp,Automatic,,Petrol,Foreign Used,,Faniyi Olamilekan,https://jiji.ng/amuwo-odofin/cars/toyota-corolla-2011-blue-clAvgPjtfvPeObriBeyd2hV4.html,"No faults, Unpainted, Original parts",Toyota,Corolla,2011,Blue,,LE 4dr Sedan (1.8L 4cyl 4A),Sedan,Front,1800           cc,4,132           hp,5,,
Mercedes-Benz C300 2015 White,"₦ 14,500,000",₦ 13.71 M ~ 14 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/112202539_NjIwLTQ2NS03M2QyZDQwNDJl.webp,https://pictures-nigeria.jijistatic.com/112202539_MTExLTgzLTczZDJkNDA0MmU.webp | https://pictures-nigeria.jijistatic.com/112202514_MTExLTgzLTcxZWEwNTllODU.webp | https://pictures-nigeria.jijistatic.com/112202518_MTExLTgzLTBkZWZiOGUwZGM.webp | https://pictures-nigeria.jijistatic.com/112202519_MTExLTgzLTdkMzc1MzE1OGM.webp | https://pictures-nigeria.jijistatic.com/112202524_MTExLTgzLTk2MzhlZTY0ODQ.webp,Automatic,90157 km,Petrol,Foreign Used,Front Fog Lamps | Parking Sensors | Alloy Wheels | AM/FM Radio | CD Player | Cup Holders | Air Conditioning | Alloy Wheels | Electric Mirrors | Air Conditioning | AM/FM Radio | Airbags | Leather Seats | Electric Windows | CD Player | Airbags | Xenon Lights,Abdullahi Ishiaka,https://jiji.ng/central-business-district/cars/mercedes-benz-c300-2015-white-abClcnzZnRHCQdHrIp0SGy4S.html,No faults,Mercedes-Benz,C300,2015,White,No,Base 4dr RWD Sedan (2.0L 4cyl 7A),Sedan,Rear Wheel,2000           cc,4,241           hp,5,No,55SWF4JB8FU******
Toyota Highlander 2012 Purple,"₦ 11,000,000",₦ 10.5 M ~ 11.15 M,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/113716004_NjIwLTQ2NS1jNzIzOTA5ZDEy.webp,https://pictures-nigeria.jijistatic.com/113716004_MTExLTgzLWM3MjM5MDlkMTI.webp | https://pictures-nigeria.jijistatic.com/113716012_MTExLTgzLWJiY2I5ZDNhOTI.webp | https://pictures-nigeria.jijistatic.com/113716019_MTExLTgzLTRjM2NkMzllN2I.webp | https://pictures-nigeria.jijistatic.com/113716027_MTExLTgzLWQ2YzZjMzM2NGU.webp | https://pictures-nigeria.jijistatic.com/113716042_MTExLTgzLTg0YzE2MWNiOGQ.webp,Automatic,,,Foreign Used,,Lakesyd Automobile,https://jiji.ng/agege/cars/toyota-highlander-2012-purple-uIA0nbmnASlYldVywM1etysp.html,No faults,Toyota,Highlander,2012,Purple,No,,,,,,,,Yes,
Toyota Highlander 2005,"₦ 3,500,000",₦ 3 M ~ 3.4 M,"Imo, Owerri",https://pictures-nigeria.jijistatic.com/113256361_NjIwLTgyNy04NjViYjQ2Yjg0.webp,https://pictures-nigeria.jijistatic.com/113256361_MTExLTE0OC04NjViYjQ2Yjg0.webp | https://pictures-nigeria.jijistatic.com/113256363_MTExLTE0OC0zZjhhMGEyZmY1.webp | https://pictures-nigeria.jijistatic.com/113256362_MTExLTE0OC1mOGQ1NzU3MjMz.webp | https://pictures-nigeria.jijistatic.com/113256366_MTExLTgzLWY1MGNmYjFjNWU.webp | https://pictures-nigeria.jijistatic.com/113256365_MTExLTE0OC0zYzViZGM3MTBm.webp,Automatic,258435 km,,Nigerian Used,,Obinna Paschal,https://jiji.ng/owerri-municipal/cars/toyota-highlander-2005-jGI3XC9Ax0eSlRg1EJsW79Vc.html,No faults,Toyota,Highlander,2005,Other,,,,,,,,,,
New Toyota Rush 2022 Black,"₦ 31,000,000",,"Lagos, Victoria Island",https://pictures-nigeria.jijistatic.com/101238382_NjIwLTQ4My0wYjQwMWY2NTRj.webp,https://pictures-nigeria.jijistatic.com/101238382_MTExLTg3LTBiNDAxZjY1NGM.webp | https://pictures-nigeria.jijistatic.com/101238338_MTExLTgzLWFhY2MxNzgwNGQ.webp | https://pictures-nigeria.jijistatic.com/101238376_MTExLTc2LWZhNjdkOTUyOTg.webp | https://pictures-nigeria.jijistatic.com/101238350_MTExLTc3LWNjMmVkYTI2MmM.webp | https://pictures-nigeria.jijistatic.com/101238341_MTExLTcyLWZhNWE4YmM0ZWM.webp,Automatic,5 km,,Brand New,,Olupitan Kehinde,https://jiji.ng/victoria-island/cars/new-toyota-rush-2022-black-6gAIaOWmVwKlGsfPsn3NBoxu.html,No faults,Toyota,Rush,2022,Black,No,,,,,,,,,
Toyota Camry 2014 Gray,"₦ 7,000,000,",₦ 6.88 M ~ 7.2 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117230728_NjIwLTQ2NS0xYzZmZmRiOWRj.webp,https://pictures-nigeria.jijistatic.com/117230728_MTExLTgzLTFjNmZmZGI5ZGM.webp | https://pictures-nigeria.jijistatic.com/117235063_MTExLTE0OC1hMDZmNDA3YzI4.webp | https://pictures-nigeria.jijistatic.com/117230724_MTExLTgzLTI2ZDdmM2E0NmQ.webp | https://pictures-nigeria.jijistatic.com/117230719_MTExLTgzLTBkNGE1MGU1YWQ.webp | https://pictures-nigeria.jijistatic.com/117230721_MTExLTgzLTIyMzgxNjZmODM.webp,Automatic,,,Foreign Used,,BOB Automart,https://jiji.ng/ajah/cars/toyota-camry-2014-gray-tEEpEEYaruXsE6qpxzIknsQ.html,No faults,Toyota,Camry,2014,Gray,No,,,,,,,,Yes,
Lexus RX 350 AWD 2012 Gray,"₦ 11,800,000,",₦ 11.72 M ~ 12 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/111278673_NjIwLTQ2NS0xYjkzZWQ4ODc1.webp,https://pictures-nigeria.jijistatic.com/111278673_MTExLTgzLTFiOTNlZDg4NzU.webp | https://pictures-nigeria.jijistatic.com/111278676_MTExLTgzLWYxOWUzM2Q5YzA.webp | https://pictures-nigeria.jijistatic.com/111278677_MTExLTgzLTIzNDQxOTM5NmY.webp | https://pictures-nigeria.jijistatic.com/111278679_MTExLTgzLWJmZGQ5NTY5MTU.webp | https://pictures-nigeria.jijistatic.com/111278688_MTExLTgzLTNiNDVjNzA5ZDM.webp,Automatic,,,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | Parking Sensors | Roof Rack | Spotlight | Sunroof | Traction Control | Xenon Lights,Timilehin Oluwadairo,https://jiji.ng/ikeja/cars/lexus-rx-350-awd-2012-gray-6iWV62e6braTGo8fw5Zd81EX.html,No faults,Lexus,RX,2012,Gray,No,350 AWD,SUV,,,,,,No,
Lexus RX 350 2007 Gray,"₦ 7,600,000",₦ 6.8 M ~ 7.11 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/114024939_NjIwLTgyNy1mYzgzMTJkNGMz.webp,https://pictures-nigeria.jijistatic.com/114024939_MTExLTE0OC1mYzgzMTJkNGMz.webp | https://pictures-nigeria.jijistatic.com/114024937_MTExLTgzLWY1OWRjNWRiOWY.webp | https://pictures-nigeria.jijistatic.com/114024941_MTExLTE0OC00MzY3OTllMjJl.webp | https://pictures-nigeria.jijistatic.com/114024942_MTExLTE0OC1lYjNiM2JlOTEw.webp | https://pictures-nigeria.jijistatic.com/114017899_MTExLTgzLTI2MGFiNjU3MDM.webp,Automatic,65821 km,Petrol,Foreign Used,Alloy Wheels | Air Conditioning,Adigun Abiola,https://jiji.ng/lagos-abule-egba/cars/lexus-rx-350-2007-gray-xngqg8s2ckwTc5FFCl7R2gSz.html,Unpainted,Lexus,RX,2007,Gray,No,350,SUV,All Wheel,3500           cc,6,276           hp,5,,
Toyota Tundra 2010 Gray,"₦ 8,900,000",₦ 8.14 M ~ 8.91 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/112635176_NjIwLTgyNy0yNmJjODVjMjFh.webp,https://pictures-nigeria.jijistatic.com/112635176_MTExLTE0OC0yNmJjODVjMjFh.webp | https://pictures-nigeria.jijistatic.com/112635106_MTExLTE0OC05NTNlNjA0YTE0.webp | https://pictures-nigeria.jijistatic.com/112635107_MTExLTE0OC1jYTUyMGRjNjRi.webp | https://pictures-nigeria.jijistatic.com/112635164_MTExLTE0OC01MjMxZjk4MTY4.webp | https://pictures-nigeria.jijistatic.com/112635165_MTExLTE0OC1hZTllZTgwMDFk.webp,Automatic,,,Nigerian Used,,Carmodidi Autos Africa,https://jiji.ng/lekki/cars/toyota-tundra-2010-gray-wSsvfOskIBTymohQQ97HFDGA.html,No faults,Toyota,Tundra,2010,Gray,,,,,,,,,,
Toyota Highlander SE 4x4 V6 (3.5L 6cyl 8A) 2018 Silver,"₦ 20,000,000",₦ 21.5 M ~ 23.7 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/115983855_NjIwLTQ2NC0yMTg1ZGFhZmYw.webp,https://pictures-nigeria.jijistatic.com/115983855_MTExLTgzLTIxODVkYWFmZjA.webp | https://pictures-nigeria.jijistatic.com/115983852_MTExLTgzLTA2ZmJlMzlmY2M.webp | https://pictures-nigeria.jijistatic.com/115983851_MTExLTE0OC1lMjI3ZGRjNDEw.webp | https://pictures-nigeria.jijistatic.com/115983854_MTExLTgzLTIxZTQwNTJmYzU.webp | https://pictures-nigeria.jijistatic.com/115983853_MTExLTgzLWZmNTdiMjBjNjA.webp,Automatic,54000 km,Petrol,Foreign Used,,Leadership Motors limited,https://jiji.ng/ajah/cars/toyota-highlander-se-4x4-v6-3-5l-6cyl-8a-2018-silver-kGYvmTKl7rI8J03QBFHQHTmO.html,No faults,Toyota,Highlander,2018,Silver,No,SE 4x4 V6 (3.5L 6cyl 8A),SUV,All Wheel,3500           cc,6,295           hp,7,,
Lexus ES 350 FWD 2013 Black,"₦ 13,800,000",₦ 11.2 M ~ 12 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/115787165_NjIwLTYyMC0yNTg5Y2MxNjAz.webp,https://pictures-nigeria.jijistatic.com/115787165_MTExLTExMS0yNTg5Y2MxNjAz.webp | https://pictures-nigeria.jijistatic.com/115787163_MTExLTExMS1kMzI1NzExZWZi.webp | https://pictures-nigeria.jijistatic.com/115787168_MTExLTExMS0wYjk0YzkzOTIz.webp | https://pictures-nigeria.jijistatic.com/115787157_MTExLTExMS1jYzFjZTNmNDBj.webp | https://pictures-nigeria.jijistatic.com/115787158_MTExLTExMS1jZDNkZDIwNjRl.webp,Automatic,,Petrol,Foreign Used,,AutoCabinet,https://jiji.ng/gwarinpa/cars/lexus-es-350-fwd-2013-black-yT2NiDz5b8wNHvuPZLORxezh.html,No faults,Lexus,ES,2013,Black,No,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,5,,
Toyota Tundra 2014 Gray,"₦ 15,850,000",₦ 22.64 M ~ 24 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/92306866_NjIwLTQ2NS1hNDJjYmI3NDM3.webp,https://pictures-nigeria.jijistatic.com/92306866_MTExLTgzLWE0MmNiYjc0Mzc.webp | https://pictures-nigeria.jijistatic.com/92306873_MTExLTgzLTlmN2M4ODMzMzY.webp | https://pictures-nigeria.jijistatic.com/92306891_MTExLTgzLTZmNTZiM2E1ZGQ.webp | https://pictures-nigeria.jijistatic.com/92306914_MTExLTgzLWI3OGQzZGQ0MDA.webp | https://pictures-nigeria.jijistatic.com/92306920_MTExLTgzLTNmYWVmNmVhMzM.webp,Automatic,,,Foreign Used,,Scrollfield enterprise,https://jiji.ng/surulere/cars/toyota-tundra-2014-gray-u4XEoovGpcEcSEVtCLn6v1PG.html,"Unpainted, No faults",Toyota,Tundra,2014,Gray,Yes,,,,,,,,,
Toyota Corolla 2010 Black,"₦ 3,000,000,",₦ 3.3 M ~ 3.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117346207_NjIwLTgyNy1hZjI4ZGU4ZTJl.webp,https://pictures-nigeria.jijistatic.com/117346207_MTExLTE0OC1hZjI4ZGU4ZTJl.webp | https://pictures-nigeria.jijistatic.com/117346209_MTExLTE0OC00ZGUyOTVjM2Vk.webp | https://pictures-nigeria.jijistatic.com/117346212_MTExLTE0OC04MDljM2FmY2Vl.webp | https://pictures-nigeria.jijistatic.com/117346211_MTExLTE0OC0xY2QyMDg4MjU3.webp | https://pictures-nigeria.jijistatic.com/117346214_MTExLTgzLTNhMjdhZjgxZTU.webp,Automatic,,,Nigerian Used,,Gbems Autos,https://jiji.ng/lekki/cars/toyota-corolla-2010-black-11e1Vrxsb3r4sYdAVSeN2fP0.html,No faults,Toyota,Corolla,2010,Black,Yes,,,,,,,,,
Ford F-250 2009 Gray,"₦ 7,000,000",,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/70315211_NjIwLTMxMC05OGUyYjRlMjBjLTE.webp,https://pictures-nigeria.jijistatic.com/70315211_MTExLTU2LTk4ZTJiNGUyMGMtMQ.webp | https://pictures-nigeria.jijistatic.com/70315213_MTExLTIyMi0zYzNlMGJjNGYxLTE.webp | https://pictures-nigeria.jijistatic.com/70315216_MTExLTU2LTM1MmMxMjI2ZDctMQ.webp | https://pictures-nigeria.jijistatic.com/70315217_MTExLTIyMi00Y2FiZTIxMDk0LTE.webp | https://pictures-nigeria.jijistatic.com/70315218_MTExLTIyMi04YmE2ODkzMDJlLTE.webp,Automatic,221235 km,,Foreign Used,,Kenvic Autos ltd..,https://jiji.ng/ojodu/cars/ford-f-250-2009-gray-p441PUIk3YlVi8W07SPjRHs5.html,No faults,Ford,F-250,2009,Gray,No,,,,,,,,,
Lexus RX 2016 Black,"₦ 26,000,000",₦ 23.75 M ~ 24.54 M,"Abuja, Lugbe District",https://pictures-nigeria.jijistatic.com/109377966_NjIwLTQ2NS0wNWZlMjMxZWZi.webp,https://pictures-nigeria.jijistatic.com/109377966_MTExLTgzLTA1ZmUyMzFlZmI.webp | https://pictures-nigeria.jijistatic.com/109377980_MTExLTgzLTg4NjRiYjQzMjA.webp | https://pictures-nigeria.jijistatic.com/109377978_MTExLTgzLTZmNDE4ZTQ5NDg.webp | https://pictures-nigeria.jijistatic.com/109377971_MTExLTgzLTcxZTNjNDE4NGI.webp | https://pictures-nigeria.jijistatic.com/109377970_MTExLTgzLTE3MWVhYmQ4M2U.webp,Automatic,70536 km,,Foreign Used,,EMMOBA MOTORS,https://jiji.ng/lugbe/cars/lexus-rx-2016-black-zClIaRS3r8b5QUilTPrm5KeZ.html,No faults,Lexus,RX,2016,Black,No,,,,,,,,,
Mercedes-Benz C250 2013 White,"₦ 4,800,000",₦ 4.78 M ~ 5.28 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/108195928_NjIwLTQ2NS1hMmY5YjU1ODc4.webp,https://pictures-nigeria.jijistatic.com/108195928_MTExLTgzLWEyZjliNTU4Nzg.webp | https://pictures-nigeria.jijistatic.com/108195938_MTExLTgzLTlmNGViNWQyMDM.webp | https://pictures-nigeria.jijistatic.com/108195943_MTExLTgzLWQ1NGI3OWIzNGI.webp | https://pictures-nigeria.jijistatic.com/108195955_MTExLTgzLThjNGI2ODk0MmM.webp | https://pictures-nigeria.jijistatic.com/108195908_MTExLTgzLWJiZWFiYzQxODc.webp,Automatic,100000 km,,Nigerian Used,,Auto Plug PH,https://jiji.ng/port-harcourt/cars/mercedes-benz-c250-2013-white-1sGiHqgOZf7zTwqHsBeCjRz0.html,Original parts,Mercedes-Benz,C250,2013,White,Yes,,,,,,,,,
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 Black,"₦ 17,500,000,",₦ 17.77 M ~ 19.55 M,"Lagos, Maryland",https://pictures-nigeria.jijistatic.com/115938904_NjIwLTQ2NS0zZWU1ODM2MzRk.webp,https://pictures-nigeria.jijistatic.com/115938904_MTExLTgzLTNlZTU4MzYzNGQ.webp | https://pictures-nigeria.jijistatic.com/115724551_MTExLTgzLWViYjRhZjJhOGQ.webp | https://pictures-nigeria.jijistatic.com/115938897_MTExLTgzLWNhYjY4ZGFlMGQ.webp | https://pictures-nigeria.jijistatic.com/115938901_MTExLTgzLTYzYzcxNzgwYzA.webp | https://pictures-nigeria.jijistatic.com/115938898_MTExLTgzLTUxOGM4NTE2NDY.webp,Automatic,42358 km,Petrol,Foreign Used,,Justcars Ng,https://jiji.ng/maryland/cars/toyota-highlander-xle-4x4-v6-3-5l-6cyl-8a-2017-black-xCbjIz4eVeWfnX8m1BisFUkR.html,No faults,Toyota,Highlander,2017,Black,No,XLE 4x4 V6 (3.5L 6cyl 8A),SUV,All Wheel,3500           cc,6,295           hp,7-8,Yes,
Mercedes-Benz GLE-Class 2021 Blue,"₦ 70,000,000",₦ 96.55 M ~ 110 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/111295895_NjIwLTQ2NS05YzVjNTU0MWZh.webp,https://pictures-nigeria.jijistatic.com/111295895_MTExLTgzLTljNWM1NTQxZmE.webp | https://pictures-nigeria.jijistatic.com/111295903_MTExLTgzLWVhMTU5NmMyZWU.webp | https://pictures-nigeria.jijistatic.com/111295905_MTExLTgzLTg0MGUyZDEwOWY.webp | https://pictures-nigeria.jijistatic.com/111295887_MTExLTgzLTUyNWM3ZTE1MGU.webp | https://pictures-nigeria.jijistatic.com/111295897_MTExLTgzLTBkZWYxMGRkNjY.webp,Automatic,,,Foreign Used,Air Conditioning | Blind Spot Monitor | Cup Holders | Electric Windows | Airbags | Sidesteps | AM/FM Radio | Electric Mirrors | Xenon Lights | CD Player | Alloy Wheels | Armrests | Leather Seats,B-Automobile,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-2021-blue-rbkbReVwv5QrEPjlA1zqLNBd.html,"No faults, Original parts",Mercedes-Benz,GLE-Class,2021,Blue,No,,,,,,,,,
Toyota Auris 1.6 Dual VVTi 2008 Blue,"₦ 3,950,000,",,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/117212757_NjIwLTQ2NS02MTMyMGVmODhl.webp,https://pictures-nigeria.jijistatic.com/117212757_MTExLTgzLTYxMzIwZWY4OGU.webp | https://pictures-nigeria.jijistatic.com/117212758_MTExLTE0OC0xZjkxYmQzN2Rj.webp | https://pictures-nigeria.jijistatic.com/117212759_MTExLTE0OC04YmU3Y2FiZmRh.webp | https://pictures-nigeria.jijistatic.com/117212761_MTExLTgzLWRkMTAwNWM1YjU.webp | https://pictures-nigeria.jijistatic.com/117212764_MTExLTgzLWU1NmU3MmFkYmM.webp,Automatic,110000 km,Petrol,Foreign Used,Front Fog Lamps | CD Player | Airbags | Electric Windows | AM/FM Radio | Alloy Wheels | Air Conditioning | LED Headlights | Electric Mirrors,Adesoye Semiu,https://jiji.ng/kubwa/cars/toyota-auris-1-6-dual-vvti-2008-blue-f1J2ezY5Ie9t9Kkn9BjGRTPh.html,No faults,Toyota,Auris,2008,Blue,No,1.6 Dual VVTi,Hatchback,Front Wheel,1600           cc,4,124           hp,5,No,
Toyota Tundra Double Cab 2008 Red,"₦ 8,900,000,",₦ 7 M ~ 7.47 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/114859129_NjIwLTgyNy1kNjllYzFjYTY2.webp,https://pictures-nigeria.jijistatic.com/114859129_MTExLTE0OC1kNjllYzFjYTY2.webp | https://pictures-nigeria.jijistatic.com/114859132_MTExLTE0OC04ZDFkMWJkZDdh.webp | https://pictures-nigeria.jijistatic.com/114859134_MTExLTE0OC05ZDlhNWMyNWM0.webp | https://pictures-nigeria.jijistatic.com/114859136_MTExLTE0OC0xMTgwYWJiMjg2.webp | https://pictures-nigeria.jijistatic.com/114859137_MTExLTE0OC0zNzQ5ZWY5ZjZm.webp,Automatic,121047 km,Petrol,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | Sidesteps,pro Automobile,https://jiji.ng/ogba/cars/toyota-tundra-double-cab-2008-red-pNEAaYjQsEPT1u7mRSgn82tF.html,"Unpainted, First registration, No faults",Toyota,Tundra,2008,Red,Yes,Double Cab,Pickup,Front Wheel,4000           cc,6,240           hp,6,Yes,
Mercedes-Benz GLK-Class 350 4MATIC 2011 White,"₦ 8,700,000",₦ 9.01 M ~ 9.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/113621217_NjIwLTQ2NS1mMzE0MmFiMjQ3.webp,https://pictures-nigeria.jijistatic.com/113621217_MTExLTgzLWYzMTQyYWIyNDc.webp | https://pictures-nigeria.jijistatic.com/113621218_MTExLTgzLWI2ZjMyMmFjMzY.webp | https://pictures-nigeria.jijistatic.com/113621221_MTExLTgzLTdlMjAxZjQ3MjI.webp | https://pictures-nigeria.jijistatic.com/113621224_MTExLTgzLWFlM2E1NTY5YzY.webp | https://pictures-nigeria.jijistatic.com/113621228_MTExLTgzLWM4M2M3M2E0ZTk.webp,Automatic,125443 km,Petrol,Foreign Used,AM/FM Radio | Armrests | Cup Holders | Sidesteps | Air Conditioning | Leather Seats | Front Fog Lamps | Electric Mirrors | Electric Windows | Airbags | Alloy Wheels | CD Player,Peak autos,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-white-oASDhZMK4PTgJV5KL9oyep2e.html,No faults,Mercedes-Benz,GLK-Class,2011,White,No,350 4MATIC,SUV,All Wheel,3500           cc,6,268           hp,5,No,
Toyota Highlander SE 2010 Silver,"₦ 7,200,000",₦ 7.59 M ~ 8.03 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/99135977_NjIwLTQ5NC00ZjY4M2RkNDQ3.webp,https://pictures-nigeria.jijistatic.com/99135977_MTExLTg4LTRmNjgzZGQ0NDc.webp | https://pictures-nigeria.jijistatic.com/99135978_MTExLTEzOC1iZGNkY2U5MjI3.webp | https://pictures-nigeria.jijistatic.com/99135973_MTExLTE0OC00M2M4NWJmYzQ0.webp | https://pictures-nigeria.jijistatic.com/99135974_MTExLTE0OC1lZGQ2ZDAwMGE5.webp | https://pictures-nigeria.jijistatic.com/99135975_MTExLTE0OC03YTI2NzQ1ODg4.webp,Automatic,,Petrol,Foreign Used,,Lakunle Lanre,https://jiji.ng/ibadan/cars/toyota-highlander-se-2010-silver-3HVIZGCLUL6Okeoa85sQLOKQ.html,No faults,Toyota,Highlander,2010,Silver,No,SE,SUV,Front Wheel,3500           cc,6,274           hp,7,,
Toyota Corolla 2014 Green,"₦ 7,700,000",₦ 7.2 M ~ 7.48 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/117230851_NjIwLTgyNy0wMmIwNTJhNGYx.webp,https://pictures-nigeria.jijistatic.com/117230851_MTExLTE0OC0wMmIwNTJhNGYx.webp | https://pictures-nigeria.jijistatic.com/117230852_MTExLTE0OC0xZjIyNmYzYWE1.webp | https://pictures-nigeria.jijistatic.com/117230856_MTExLTE0OC1jMTA5NDU0NjFk.webp | https://pictures-nigeria.jijistatic.com/117230860_MTExLTE0OC01ZDIxMWFkZTgx.webp | https://pictures-nigeria.jijistatic.com/117230861_MTExLTE0OC00ZGVmZGU5MmM3.webp,Automatic,,Petrol,Foreign Used,,ruona_autos,https://jiji.ng/magodo/cars/toyota-corolla-2014-green-aFT0yNRgaHParKHJ4BdgXbrc.html,No faults,Toyota,Corolla,2014,Green,,LE 4dr Sedan (1.8L 4cyl CVT),Sedan,Front,1800           cc,4,132           hp,,,
